Partija,Veids,Vērtība,Deputāts,Frakcija,Datums
Kustība Par!,Nauda, €  50.00 ,"Golubeva, Marija",Attīstībai/Par!,30/12/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,30/12/2020
Kustība Par!,Nauda, €  100.00 ,"Dūrītis, Ilmārs",Attīstībai/Par!,29/12/2020
Kustība Par!,Nauda, €  20.00 ,"Voika, Inese",Attīstībai/Par!,29/12/2020
Kustība Par!,Nauda, €  20.00 ,"Voika, Inese",Attīstībai/Par!,29/12/2020
Kustība Par!,Nauda, €  20.00 ,"Voika, Inese",Attīstībai/Par!,29/12/2020
Kustība Par!,Nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,29/12/2020
Kustība Par!,Nauda, €  100.00 ,"Voika, Inese",Attīstībai/Par!,28/12/2020
Jaunā konservatīvā partija,Nauda, €  155.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,28/12/2020
Kustība Par!,Nauda, €  50.00 ,"Šteins, Mārtiņš ",Attīstībai/Par!,28/12/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,25/12/2020
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/12/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  600.00 ,"Ribakovs, Ivans",Saskaņa,23/12/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  200.00 ,"Kucins, Edgars",Saskaņa,22/12/2020
LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda, €  50.00 ,"Dūklavs, Jānis",Zaļo un Zemnieku Savienība,18/12/2020
Jaunā konservatīvā partija,Nauda, €  80.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,17/12/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,17/12/2020
"VIENOTĪBA, Partija",Nauda, €  50.00 ,"Kalniņš, Ojārs Ēriks",Jaunā Vienotība,14/12/2020
Kustība Par!,Nauda, €  20.00 ,"Voika, Inese",Attīstībai/Par!,12/12/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Žunna, Normunds ",Jauno Konservatīvo frakcija,11/12/2020
Jaunā konservatīvā partija,Nauda, €  65.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,10/12/2020
Latvijas attīstībai,Nauda, €  35.00 ,"Zamurs, Gatis",Attīstībai/Par!,10/12/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  2,000.00 ","Ločmele, Regīna ",Saskaņa,10/12/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,09/12/2020
Jaunā konservatīvā partija,Nauda, €  75.00 ,"Znotiņš, Reinis ",Jauno Konservatīvo frakcija,09/12/2020
Latvijas Sociālistiskā partija,Biedra nauda, €  120.00 ,"Rubiks, Artūrs",Saskaņa,08/12/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Tutins, Jānis",Saskaņa,08/12/2020
Jaunā konservatīvā partija,Nauda, €  95.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,08/12/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,08/12/2020
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda, €  50.00 ,"Možvillo, Māris",KPV LV,08/12/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,08/12/2020
Jaunā konservatīvā partija,Nauda, €  77.77 ,"Budriķis, Uldis",Jauno Konservatīvo frakcija,08/12/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  300.00 ,"Kucins, Edgars",Saskaņa,26/11/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,26/11/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Krišāns, Jānis",Saskaņa,25/11/2020
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/11/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  700.00 ,"Orlovs, Vitālijs",Saskaņa,25/11/2020
Latvijas Sociālistiskā partija,Biedra nauda, €  120.00 ,"Rubiks, Artūrs",Saskaņa,23/11/2020
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda, €  50.00 ,"Možvillo, Māris",KPV LV,23/11/2020
Jaunā konservatīvā partija,Nauda, €  55.55 ,"Budriķis, Uldis",Jauno Konservatīvo frakcija,23/11/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Kols, Rihards ",Nacionāla Apvienība VL-TB/LNNK,20/11/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,16/11/2020
Jaunā konservatīvā partija,Nauda, €  85.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,16/11/2020
Jaunā konservatīvā partija,Nauda, €  72.00 ,"Znotiņš, Reinis ",Jauno Konservatīvo frakcija,16/11/2020
"VIENOTĪBA, Partija",Nauda, €  50.00 ,"Kalniņš, Ojārs Ēriks",Jaunā Vienotība,15/11/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,12/11/2020
Jaunā konservatīvā partija,Nauda, €  227.88 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,12/11/2020
Latvijas attīstībai,Nauda, €  35.00 ,"Zamurs, Gatis",Attīstībai/Par!,12/11/2020
Kustība Par!,Nauda, €  20.00 ,"Voika, Inese",Attīstībai/Par!,12/11/2020
Jaunā konservatīvā partija,Nauda, €  350.00 ,"Cielēns, Jānis",Jauno Konservatīvo frakcija,12/11/2020
Jaunā konservatīvā partija,Nauda, €  170.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,12/11/2020
Jaunā konservatīvā partija,Nauda, €  80.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,11/11/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  300.00 ,"Agešins, Valērijs",Saskaņa,11/11/2020
Jaunā konservatīvā partija,Nauda, €  65.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,10/11/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,10/11/2020
LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda, €  500.00 ,"Kučinskis, Māris",Zaļo un Zemnieku Savienība,10/11/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Žunna, Normunds ",Jauno Konservatīvo frakcija,10/11/2020
LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda," €  2,000.00 ","Dūklavs, Jānis",Zaļo un Zemnieku Savienība,08/11/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,08/11/2020
"VIENOTĪBA, Partija",Nauda, €  100.00 ,"Kalniņš, Ojārs Ēriks",Jaunā Vienotība,07/11/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,06/11/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,06/11/2020
Jaunā konservatīvā partija,Nauda, €  77.77 ,"Budriķis, Uldis",Jauno Konservatīvo frakcija,06/11/2020
"VIENOTĪBA, Partija",Biedra nauda," €  2,000.00 ","Ašeradens, Arvils",Jaunā Vienotība,03/11/2020
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  40.00 ,"Ribakovs, Ivans",Saskaņa,02/11/2020
LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda, €  500.00 ,"Kučinskis, Māris",Zaļo un Zemnieku Savienība,29/10/2020
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/10/2020
Latvijas Sociālistiskā partija,Biedra nauda, €  120.00 ,"Rubiks, Artūrs",Saskaņa,22/10/2020
Jaunā konservatīvā partija,Nauda, €  75.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,19/10/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,15/10/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,12/10/2020
Kustība Par!,Nauda, €  20.00 ,"Voika, Inese",Attīstībai/Par!,12/10/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Žunna, Normunds ",Jauno Konservatīvo frakcija,12/10/2020
Jaunā konservatīvā partija,Nauda, €  72.00 ,"Znotiņš, Reinis ",Jauno Konservatīvo frakcija,12/10/2020
Jaunā konservatīvā partija,Nauda, €  65.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,10/10/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,09/10/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,09/10/2020
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,08/10/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,07/10/2020
Jaunā konservatīvā partija,Nauda, €  80.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,06/10/2020
Jaunā konservatīvā partija,Nauda, €  7.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,28/09/2020
Jaunā konservatīvā partija,Nauda, €  7.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,25/09/2020
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/09/2020
Kustība Par!,Nauda, €  150.00 ,"Šteins, Mārtiņš ",Attīstībai/Par!,24/09/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,17/09/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,15/09/2020
Jaunā konservatīvā partija,Nauda, €  72.00 ,"Znotiņš, Reinis ",Jauno Konservatīvo frakcija,14/09/2020
Jaunā konservatīvā partija,Nauda, €  240.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,13/09/2020
Kustība Par!,Nauda, €  20.00 ,"Voika, Inese",Attīstībai/Par!,12/09/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,12/09/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,11/09/2020
Jaunā konservatīvā partija,Nauda, €  150.00 ,"Beitnere-Le Galla, Dagmāra",Jauno Konservatīvo frakcija,10/09/2020
Jaunā konservatīvā partija,Nauda, €  65.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,10/09/2020
Latvijas attīstībai,Nauda, €  35.00 ,"Zamurs, Gatis",Attīstībai/Par!,10/09/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Žunna, Normunds ",Jauno Konservatīvo frakcija,10/09/2020
Jaunā konservatīvā partija,Nauda, €  75.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,09/09/2020
Latvijas Sociālistiskā partija,Biedra nauda, €  120.00 ,"Rubiks, Artūrs",Saskaņa,08/09/2020
Jaunā konservatīvā partija,Nauda, €  97.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,08/09/2020
Jaunā konservatīvā partija,Nauda, €  66.66 ,"Budriķis, Uldis",Jauno Konservatīvo frakcija,08/09/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,04/09/2020
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda, €  50.00 ,"Možvillo, Māris",KPV LV,01/09/2020
Attīstībai/Par!,Manta vai pakalpojums, €  107.69 ,"Zamurs, Gatis",Attīstībai/Par!,30/08/2020
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums," €  1,140.00 ","Puga, Ivars",KPV LV,28/08/2020
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums, €  419.95 ,"Benhena-Bēkena, Iveta",KPV LV,28/08/2020
Attīstībai/Par!,Manta vai pakalpojums, €  84.70 ,"Zamurs, Gatis",Attīstībai/Par!,27/08/2020
Kustība Par!,Nauda, €  40.00 ,"Dūrītis, Ilmārs",Attīstībai/Par!,27/08/2020
Attīstībai/Par!,Manta vai pakalpojums, €  48.40 ,"Zamurs, Gatis",Attīstībai/Par!,26/08/2020
Attīstībai/Par!,Manta vai pakalpojums, €  75.02 ,"Zamurs, Gatis",Attīstībai/Par!,25/08/2020
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/08/2020
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda, €  200.00 ,"Zakatistovs, Atis",Pie frakcijām nepiederošie deputāti,24/08/2020
Kustība Par!,Nauda, €  30.00 ,"Dūrītis, Ilmārs",Attīstībai/Par!,24/08/2020
Attīstībai/Par!,Manta vai pakalpojums, €  100.00 ,"Ikstena, Inese",Attīstībai/Par!,24/08/2020
Kustība Par!,Nauda, €  20.00 ,"Voika, Inese",Attīstībai/Par!,24/08/2020
Kustība Par!,Nauda, €  20.00 ,"Baumane, Krista",Attīstībai/Par!,24/08/2020
Kustība Par!,Nauda, €  40.00 ,"Šteins, Mārtiņš ",Attīstībai/Par!,24/08/2020
Attīstībai/Par!,Manta vai pakalpojums, €  47.19 ,"Zamurs, Gatis",Attīstībai/Par!,23/08/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  60.00 ,"Dzintars, Raivis ",Nacionāla Apvienība VL-TB/LNNK,23/08/2020
Latvijas attīstībai,Nauda, €  20.00 ,"Rukšāne-Ščipčinska, Dace",Attīstībai/Par!,21/08/2020
Latvijas attīstībai,Nauda, €  50.00 ,"Pūce, Juris",Attīstībai/Par!,21/08/2020
Jaunā konservatīvā partija,Nauda, €  17.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,18/08/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,17/08/2020
Jaunā konservatīvā partija,Nauda, €  75.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,17/08/2020
Jaunā konservatīvā partija,Nauda, €  72.00 ,"Znotiņš, Reinis ",Jauno Konservatīvo frakcija,17/08/2020
Latvijas attīstībai,Nauda, €  515.00 ,"Zamurs, Gatis",Attīstībai/Par!,16/08/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  40.00 ,"Dzintars, Raivis ",Nacionāla Apvienība VL-TB/LNNK,16/08/2020
Kustība Par!,Nauda, €  20.00 ,"Voika, Inese",Attīstībai/Par!,12/08/2020
Jaunā konservatīvā partija,Nauda, €  65.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,10/08/2020
Latvijas attīstībai,Nauda, €  35.00 ,"Zamurs, Gatis",Attīstībai/Par!,10/08/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Žunna, Normunds ",Jauno Konservatīvo frakcija,08/08/2020
Latvijas Sociālistiskā partija,Biedra nauda, €  100.00 ,"Rubiks, Artūrs",Saskaņa,07/08/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,07/08/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,06/08/2020
Attīstībai/Par!,Nauda, €  512.50 ,"Zamurs, Gatis",Attīstībai/Par!,04/08/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  60.00 ,"Dzintars, Raivis ",Nacionāla Apvienība VL-TB/LNNK,03/08/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,30/07/2020
Jaunā konservatīvā partija,Nauda, €  101.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,28/07/2020
Zaļo un Zemnieku savienība,Manta vai pakalpojums, €  750.00 ,"Valainis, Viktors",Zaļo un Zemnieku Savienība,28/07/2020
Latvijas attīstībai,Biedra nauda," €  2,000.00 ","Bikše, Aigars",Attīstībai/Par!,25/07/2020
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/07/2020
Jaunā konservatīvā partija,Nauda, €  72.00 ,"Znotiņš, Reinis ",Jauno Konservatīvo frakcija,21/07/2020
Latvijas Sociālistiskā partija,Biedra nauda, €  100.00 ,"Rubiks, Artūrs",Saskaņa,20/07/2020
Jaunā konservatīvā partija,Nauda, €  75.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,20/07/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,15/07/2020
Jaunā konservatīvā partija,Nauda, €  72.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,14/07/2020
"VIENOTĪBA, Partija",Nauda, €  100.00 ,"Kalniņš, Ojārs Ēriks",Jaunā Vienotība,14/07/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  60.00 ,"Dzintars, Raivis ",Nacionāla Apvienība VL-TB/LNNK,14/07/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  80.00 ,"Dzintars, Raivis ",Nacionāla Apvienība VL-TB/LNNK,13/07/2020
Kustība Par!,Nauda, €  20.00 ,"Voika, Inese",Attīstībai/Par!,12/07/2020
Jaunā konservatīvā partija,Nauda, €  65.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,10/07/2020
Latvijas attīstībai,Nauda, €  35.00 ,"Zamurs, Gatis",Attīstībai/Par!,10/07/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Žunna, Normunds ",Jauno Konservatīvo frakcija,10/07/2020
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda, €  50.00 ,"Pucens, Ēriks",KPV LV,09/07/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,07/07/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,07/07/2020
Jaunā konservatīvā partija,Nauda, €  400.00 ,"Cielēns, Jānis",Jauno Konservatīvo frakcija,03/07/2020
Kustība Par!,Nauda, €  80.00 ,"Golubeva, Marija",Attīstībai/Par!,29/06/2020
Kustība Par!,Nauda, €  50.00 ,"Dūrītis, Ilmārs",Attīstībai/Par!,28/06/2020
Kustība Par!,Nauda, €  25.00 ,"Voika, Inese",Attīstībai/Par!,28/06/2020
Kustība Par!,Nauda, €  50.00 ,"Baumane, Krista",Attīstībai/Par!,28/06/2020
Kustība Par!,Nauda, €  50.00 ,"Šteins, Mārtiņš ",Attīstībai/Par!,27/06/2020
Kustība Par!,Nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,27/06/2020
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/06/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,21/06/2020
Latvijas attīstībai,Nauda, €  600.00 ,"Pūce, Juris",Attīstībai/Par!,18/06/2020
Latvijas attīstībai,Biedra nauda," €  1,500.00 ","Pūce, Juris",Attīstībai/Par!,18/06/2020
Jaunā konservatīvā partija,Nauda, €  72.00 ,"Znotiņš, Reinis ",Jauno Konservatīvo frakcija,17/06/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,16/06/2020
Latvijas attīstībai,Nauda, €  35.00 ,"Zamurs, Gatis",Attīstībai/Par!,16/06/2020
Jaunā konservatīvā partija,Nauda, €  180.00 ,"Beitnere-Le Galla, Dagmāra",Jauno Konservatīvo frakcija,15/06/2020
Jaunā konservatīvā partija,Nauda, €  170.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,15/06/2020
Kustība Par!,Nauda, €  20.00 ,"Voika, Inese",Attīstībai/Par!,12/06/2020
"VIENOTĪBA, Partija",Nauda, €  50.00 ,"Kalniņš, Ojārs Ēriks",Jaunā Vienotība,10/06/2020
Latvijas Sociālistiskā partija,Biedra nauda, €  100.00 ,"Rubiks, Artūrs",Saskaņa,09/06/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,09/06/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Žunna, Normunds ",Jauno Konservatīvo frakcija,09/06/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,08/06/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,08/06/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,08/06/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,08/06/2020
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,04/06/2020
Jaunā konservatīvā partija,Nauda, €  75.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,03/06/2020
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda, €  100.00 ,"Benhena-Bēkena, Iveta",KPV LV,02/06/2020
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/05/2020
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Biedra nauda, €  500.00 ,"Nemiro, Ralfs",KPV LV,20/05/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,15/05/2020
"VIENOTĪBA, Partija",Nauda, €  100.00 ,"Kalniņš, Ojārs Ēriks",Jaunā Vienotība,13/05/2020
Latvijas Sociālistiskā partija,Biedra nauda, €  100.00 ,"Rubiks, Artūrs",Saskaņa,12/05/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,12/05/2020
Kustība Par!,Nauda, €  20.00 ,"Voika, Inese",Attīstībai/Par!,12/05/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Žunna, Normunds ",Jauno Konservatīvo frakcija,12/05/2020
Jaunā konservatīvā partija,Nauda, €  150.00 ,"Beitnere-Le Galla, Dagmāra",Jauno Konservatīvo frakcija,10/05/2020
Latvijas attīstībai,Nauda, €  35.00 ,"Zamurs, Gatis",Attīstībai/Par!,10/05/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,08/05/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,08/05/2020
Jaunā konservatīvā partija,Nauda, €  72.00 ,"Znotiņš, Reinis ",Jauno Konservatīvo frakcija,08/05/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Riekstiņš, Sandis",Jauno Konservatīvo frakcija,08/05/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,07/05/2020
Jaunā konservatīvā partija,Nauda, €  75.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,05/05/2020
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,04/05/2020
Kustība Par!,Biedra nauda, €  50.00 ,"Tērauda, Vita Anda",Attīstībai/Par!,25/04/2020
Jaunā konservatīvā partija,Nauda, €  65.00 ,"Feldmans, Krišjānis",Jauno Konservatīvo frakcija,23/04/2020
Jaunā konservatīvā partija,Nauda, €  24.00 ,"Budriķis, Uldis",Jauno Konservatīvo frakcija,22/04/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Teirumnieks, Edmunds",Nacionāla Apvienība VL-TB/LNNK,15/04/2020
Latvijas Sociālistiskā partija,Biedra nauda, €  100.00 ,"Rubiks, Artūrs",Saskaņa,14/04/2020
Kustība Par!,Nauda, €  20.00 ,"Voika, Inese",Attīstībai/Par!,12/04/2020
Latvijas attīstībai,Nauda, €  35.00 ,"Zamurs, Gatis",Attīstībai/Par!,10/04/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Žunna, Normunds ",Jauno Konservatīvo frakcija,10/04/2020
Jaunā konservatīvā partija,Nauda, €  150.00 ,"Beitnere-Le Galla, Dagmāra",Jauno Konservatīvo frakcija,09/04/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Rancāns, Juris",Jauno Konservatīvo frakcija,09/04/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Muižniece, Anita",Jauno Konservatīvo frakcija,08/04/2020
Jaunā konservatīvā partija,Nauda, €  90.00 ,"Jurašs, Juris",Jauno Konservatīvo frakcija,08/04/2020
LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda, €  100.00 ,"Krauze, Armands",Zaļo un Zemnieku Savienība,07/04/2020
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Zālīte-Grosa, Evita",Jauno Konservatīvo frakcija,07/04/2020
Jaunā konservatīvā partija,Nauda, €  75.00 ,"Butāns, Jānis",Jauno Konservatīvo frakcija,07/04/2020
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Eglītis, Gatis",Jauno Konservatīvo frakcija,06/04/2020
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Mārtuža, Eva",Jauno Konservatīvo frakcija,04/04/2020
